Unnamed: 0,title,level,language,crediteligibility,processed_title,unique_title,level_encoded,language_encoded,credit_eligibility_encoded
8342.0,Learn and Understand Angular and NodeJS- A Developers Course,Beginner,German,No,learn and understand angular and nodejs- a developers course,70,1,3,0
8343.0,Computer Vision and Machine Learning with OpenCV 4,Beginner,English,No,computer vision and machine learning with opencv 4,220,1,1,0
8344.0,Master Azure Databricks,Intermediate,Spanish,Yes,master azure databricks,1490,3,4,1
8345.0,Flutter Augmented Reality AR Furniture App using ARCore,Intermediate,German,No,flutter augmented reality ar furniture app using arcore,8345,3,3,0
8346.0,Advance Jmeter : Performance Testing using Jmeter,Expert,Spanish,Yes,advance jmeter : performance testing using jmeter,124,2,4,1
8347.0,Spring MVC Essentials: A Primary Course for Java Spring,Expert,French,No,spring mvc essentials: a primary course for java spring,1355,2,2,0
8348.0,Laravel - Create a user registration with email notification,Expert,Spanish,No,laravel - create a user registration with email notification,8348,2,4,0
8349.0,Complete guide to MongoDB,Beginner,Spanish,No,complete guide to mongodb,91,1,4,0
8350.0,Certified Node Course For Web Designer,All Levels,Chinese,Yes,certified node course for web designer,8350,0,0,1
8351.0,Microsoft Excel VBA - Solving Complex Problems Using Basics,Beginner,French,No,microsoft excel vba - solving complex problems using basics,8351,1,2,0
8352.0,Quantum Computing Made Simple,Beginner,English,Yes,quantum computing made simple,888,1,1,1
8353.0,Easy Analysis With Tableau,Beginner,Spanish,Yes,easy analysis with tableau,8353,1,4,1
8354.0,"User Stories - The 3 C's, INVEST and User Story Splitting!",Beginner,English,No,"user stories - the 3 c's, invest and user story splitting!",2693,1,1,0
8355.0,Fast and Furious Game Development with JavaScript and AI,Beginner,French,No,fast and furious game development with javascript and ai,8355,1,2,0
8356.0,Get Started With Google Maps Javascript API v3. New UI!,All Levels,Spanish,Yes,get started with google maps javascript api v3. new ui!,8356,0,4,1
8357.0,Learning Path: Go: Concurrency & Design Patterns for Gophers,Beginner,Chinese,No,learning path: go: concurrency & design patterns for gophers,8357,1,0,0
8358.0,"Test Management Tool: JIRA, Rally Tools with Agile Concepts",All Levels,German,No,"test management tool: jira, rally tools with agile concepts",8358,0,3,0
8359.0,Android Studio For Absolute Beginners,Beginner,Chinese,No,android studio for absolute beginners,63,1,0,0
8360.0,Create a Fun Life Simulator Game using playMaker and Unity,All Levels,Chinese,No,create a fun life simulator game using playmaker and unity,7341,0,0,0
8361.0,C Programming for Beginners - Complete Tutorial,Intermediate,German,Yes,c programming for beginners - complete tutorial,49,3,3,1
8362.0,Quarkus Fundamentals - Guide to Get Started in 1 Hour,Intermediate,German,No,quarkus fundamentals - guide to get started in 1 hour,8362,3,3,0
8363.0,Web Design & Development Practical 4 in 1 full stack course,Expert,German,Yes,web design & development practical 4 in 1 full stack course,704,2,3,1
8364.0,Swift 5 for Absolute Beginners,Expert,Spanish,Yes,swift 5 for absolute beginners,63,2,4,1
8365.0,Python + Data Science : Practical Guide [13 Hours],Expert,English,Yes,python + data science : practical guide [13 hours],8365,2,1,1
8366.0,"AI, Basic Statistics, Basic Python, Basic R, ML (Overview)",Beginner,English,Yes,"ai, basic statistics, basic python, basic r, ml (overview)",6967,1,1,1
8367.0,Optimising a mobile game in Unity,Beginner,German,Yes,optimising a mobile game in unity,8367,1,3,1
8368.0,"Become a Data Scientist: SQL, Tableau, ML & DL [4-in-1]",Beginner,Chinese,Yes,"become a data scientist: sql, tableau, ml & dl [4-in-1]",8368,1,0,1
8369.0,Firebase: Firebase for Android App Development using Kotlin,Expert,French,Yes,firebase: firebase for android app development using kotlin,1337,2,2,1
8370.0,JavaScript: The Critical Parts Masterclass,All Levels,German,No,javascript: the critical parts masterclass,8370,0,3,0
8371.0,Master CI/CD for Xamarin,All Levels,Chinese,No,master ci/cd for xamarin,3160,0,0,0
8372.0,AWS CodePipeline: DevOps CI/CD Masterclass,Intermediate,Chinese,Yes,aws codepipeline: devops ci/cd masterclass,1146,3,0,1
8373.0,GraphQL: Learn Basic GraphQL with Node JS and MongoDB,All Levels,Spanish,No,graphql: learn basic graphql with node js and mongodb,385,0,4,0
8374.0,Python Data Analysis and Data Science Essentials.,Beginner,Spanish,No,python data analysis and data science essentials.,9,1,4,0
8375.0,Learn Python - The Complete Course on Python,Intermediate,English,No,learn python - the complete course on python,0,3,1,0
8376.0,Create a TikTok clone with Flutter and Firebase [2020],All Levels,English,No,create a tiktok clone with flutter and firebase [2020],2284,0,1,0
8377.0,Create and Deploy Java EE 8 Apps on Docker and Kubernetes,Beginner,French,Yes,create and deploy java ee 8 apps on docker and kubernetes,1194,1,2,1
8378.0,Getting Started With Splunk,Expert,French,No,getting started with splunk,537,2,2,0
8379.0,Advanced UX Techniques - Novice to Pro!,Intermediate,French,Yes,advanced ux techniques - novice to pro!,8379,3,2,1
8380.0,PL SQL 1-Hour Bootcamp: Learn Fundamental PLSQL Skills Today,Beginner,French,No,pl sql 1-hour bootcamp: learn fundamental plsql skills today,8380,1,2,0
8381.0,Fullstack GoLang React Insanity Volume 1,All Levels,Chinese,No,fullstack golang react insanity volume 1,8381,0,0,0
8382.0,Jitsi Meet API - Integrate with PHP CodeIgniter Quickly 2022,All Levels,Chinese,Yes,jitsi meet api - integrate with php codeigniter quickly 2022,8382,0,0,1
8383.0,Asteroids with Python PyGame,Beginner,English,Yes,asteroids with python pygame,8383,1,1,1
8384.0,"Godot 4: Design & Code a Retro Atari Style 2D Game, SeaQuest",Beginner,Spanish,Yes,"godot 4: design & code a retro atari style 2d game, seaquest",8384,1,4,1
8385.0,Learn To Create a Complete Save System in Unity & C#,Beginner,Spanish,No,learn to create a complete save system in unity & c#,8385,1,4,0
8386.0,Java Multithreading & Concurrency - Interview Practice Exams,Beginner,German,No,java multithreading & concurrency - interview practice exams,223,1,3,0
8387.0,Go Full Stack With Spring Cloud Microservices and React JS,Expert,Chinese,No,go full stack with spring cloud microservices and react js,130,2,0,0
8388.0,Mobile App development for beginners  -  Android and Apple,Beginner,French,Yes,mobile app development for beginners  -  android and apple,3881,1,2,1
8389.0,A Beginners Guide to Developing Apple TV Apps With TVML Kit,Expert,French,Yes,a beginners guide to developing apple tv apps with tvml kit,8389,2,2,1
8390.0,C# Design patterns,All Levels,German,Yes,c# design patterns,193,0,3,1
8391.0,Build a Platformer Game in Clickteam Fusion 2.5,Expert,Spanish,Yes,build a platformer game in clickteam fusion 2.5,8077,2,4,1
8392.0,Complete beginners introduction to SQL,Beginner,French,Yes,complete beginners introduction to sql,909,1,2,1
8393.0,"Unity 2017 - Build , program and publish a 3D shooter game",Intermediate,Spanish,No,"unity 2017 - build , program and publish a 3d shooter game",4728,3,4,0
8394.0,Developing Single Page Applications,Intermediate,German,Yes,developing single page applications,5975,3,3,1
8395.0,A Beginners Guide to Developing Apple TV Apps With TVML Kit,Intermediate,Spanish,Yes,a beginners guide to developing apple tv apps with tvml kit,8389,3,4,1
8396.0,Rattan Rocker | A Complete Game Asset Workflow,Beginner,Spanish,No,rattan rocker | a complete game asset workflow,8396,1,4,0
8397.0,Complete beginners introduction to SQL,Beginner,Spanish,Yes,complete beginners introduction to sql,909,1,4,1
8398.0,Stylized Game Art: Character Sculpting for Video Games,Intermediate,French,Yes,stylized game art: character sculpting for video games,8398,3,2,1
8399.0,Data Science Statistics A-Z : Python,Expert,English,Yes,data science statistics a-z : python,9,2,1,1
8400.0,Launch a LAMP Stack and Install WordPress on AWS,Beginner,Chinese,Yes,launch a lamp stack and install wordpress on aws,8400,1,0,1
8401.0,Getting Started with .NET Core,All Levels,Spanish,No,getting started with .net core,537,0,4,0
8402.0,Unity Tutorial: PacMan 3D,Intermediate,Spanish,Yes,unity tutorial: pacman 3d,8402,3,4,1
8403.0,CakePHP 3 for Beginners,All Levels,Spanish,No,cakephp 3 for beginners,6728,0,4,0
8404.0,Master Prompt Engineering + Prompt Generator + Jailbreaking,Expert,English,Yes,master prompt engineering + prompt generator + jailbreaking,206,2,1,1
8405.0,Master the JavaScript Interview,Expert,German,No,master the javascript interview,1501,2,3,0
8406.0,Apache Spark with Scala useful for Databricks Certification,All Levels,French,No,apache spark with scala useful for databricks certification,8406,0,2,0
8407.0,6 Practice Tests for any Python Certification,Expert,English,Yes,6 practice tests for any python certification,2193,2,1,1
8408.0,Design Patterns In Python OOP for Software Architecture,All Levels,Spanish,No,design patterns in python oop for software architecture,230,0,4,0
8409.0,DIY Website Design Bootcamp: WordPress Elementor Plugin,Expert,English,No,diy website design bootcamp: wordpress elementor plugin,8409,2,1,0
8410.0,React for the Absolute Beginner - ReactJS App Fundamentals,Beginner,English,No,react for the absolute beginner - reactjs app fundamentals,8410,1,1,0
8411.0,Mastering CSS,Beginner,English,Yes,mastering css,2959,1,1,1
8412.0,"Full Stack Web Development with React,React Native,Bootstrap",Expert,German,No,"full stack web development with react,react native,bootstrap",50,2,3,0
8413.0,Test Estimation: Basic & Advanced for IT/Test Professionals,Intermediate,Chinese,No,test estimation: basic & advanced for it/test professionals,8413,3,0,0
8414.0,Master Android Studio in 2 hours - The IDE from Google,All Levels,French,No,master android studio in 2 hours - the ide from google,2211,0,2,0
8415.0,C++ for Beginners,Beginner,German,Yes,c++ for beginners,1288,1,3,1
8416.0,React for the Absolute Beginner - ReactJS App Fundamentals,Beginner,German,Yes,react for the absolute beginner - reactjs app fundamentals,8410,1,3,1
8417.0,Managing Frappe/ERPNext Custom Code via GitHub,Beginner,Chinese,No,managing frappe/erpnext custom code via github,8417,1,0,0
8418.0,Starting with EOS Blockchain for Developers,All Levels,German,No,starting with eos blockchain for developers,8418,0,3,0
8419.0,Step by Step Admin Panel Development in CakePHP 4 Framework,Intermediate,English,Yes,step by step admin panel development in cakephp 4 framework,6486,3,1,1
8420.0,Learn Java8 Streams By Coding it with Hands on Example,Intermediate,English,No,learn java8 streams by coding it with hands on example,8420,3,1,0
8421.0,Learning Path: Android: Test-Driven Android App Development,Beginner,Spanish,Yes,learning path: android: test-driven android app development,4454,1,4,1
8422.0,Learn Python in 2 Hours (2024),Intermediate,German,No,learn python in 2 hours (2024),2802,3,3,0
8423.0,Selenium WebDriver 4 - New Features in Detail! - [NEW: 2023],Intermediate,Spanish,No,selenium webdriver 4 - new features in detail! - [new: 2023],3316,3,4,0
8424.0,TDD Laravel - Lets Build Personal Budget Website,Beginner,French,Yes,tdd laravel - lets build personal budget website,8424,1,2,1
8425.0,Create a Responsive Website with Bootstrap 3,Intermediate,English,Yes,create a responsive website with bootstrap 3,581,3,1,1
8426.0,Introduction to PROCESS ENGINEERING,Beginner,French,No,introduction to process engineering,8426,1,2,0
8427.0,CAN protocol: Basic to Advance,Expert,Chinese,Yes,can protocol: basic to advance,3487,2,0,1
8428.0,Essential Web Developer and SQL Skills For Beginners,Beginner,English,No,essential web developer and sql skills for beginners,8428,1,1,0
8429.0,Power Pages - Microsoft's Newest CMS - Goodbye WordPress!,Expert,French,No,power pages - microsoft's newest cms - goodbye wordpress!,8429,2,2,0
8430.0,Unity Mobile Game - Create an Addictive Idle Carrot Clicker,Intermediate,Chinese,Yes,unity mobile game - create an addictive idle carrot clicker,2504,3,0,1
8431.0,Programming With R. Learn How To Program In R - Beginners,Intermediate,French,No,programming with r. learn how to program in r - beginners,2473,3,2,0
8432.0,Mongo DB : All About MongoDB,All Levels,Chinese,No,mongo db : all about mongodb,8432,0,0,0
8433.0,Machine Learning and Deep Learning Projects in Python,Intermediate,Chinese,Yes,machine learning and deep learning projects in python,9,3,0,1
8434.0,MongoDB 4.0 : MongoDB Developer & Admin Course,All Levels,English,No,mongodb 4.0 : mongodb developer & admin course,91,0,1,0
8435.0,SPSS Linear Regression Complete Tutorial with PhD Professor,Expert,Spanish,No,spss linear regression complete tutorial with phd professor,8435,2,4,0
8436.0,Supervised Machine Learning for beginners,Beginner,Chinese,No,supervised machine learning for beginners,8436,1,0,0
8437.0,Become an Azure Container Hero,Intermediate,Chinese,No,become an azure container hero,8307,3,0,0
8438.0,The Ultimate Guide to Game Development with Python3 (AI too),All Levels,English,Yes,the ultimate guide to game development with python3 (ai too),8438,0,1,1
8439.0,C Programming accelerator: Start your journey ->0 to 100%,Expert,Spanish,No,c programming accelerator: start your journey ->0 to 100%,8439,2,4,0
8440.0,Angular 8 and 9 - Elements,Expert,German,No,angular 8 and 9 - elements,8440,2,3,0
8441.0,"Build 2D, 3D, and VR Games in Unity and Unreal *Masterclass*",Beginner,German,No,"build 2d, 3d, and vr games in unity and unreal *masterclass*",2210,1,3,0
8442.0,OpenCV with Python (Computer Vision),Beginner,Spanish,No,opencv with python (computer vision),220,1,4,0
8443.0,OpenCV with Python (Computer Vision),Beginner,French,Yes,opencv with python (computer vision),220,1,2,1
8444.0,Mastering REST APIs with FastAPI,Intermediate,English,Yes,mastering rest apis with fastapi,8444,3,1,1
8445.0,C#.NET LINQ Tutorial - LINQ Fundamentals,All Levels,Spanish,Yes,c#.net linq tutorial - linq fundamentals,854,0,4,1
8446.0,Endless Worlds with Swift and Sprite Kit,Intermediate,German,No,endless worlds with swift and sprite kit,8446,3,3,0
8447.0,Unity Game Tutorial: Battleships 3D,Intermediate,Chinese,No,unity game tutorial: battleships 3d,4683,3,0,0
8448.0,Build Beautiful Onboarding Screens With Lottie animations,Beginner,German,Yes,build beautiful onboarding screens with lottie animations,8448,1,3,1
8449.0,Scientific Computing in C++,Intermediate,Chinese,Yes,scientific computing in c++,5451,3,0,1
8450.0,110+ Exercises - Python + SQL (sqlite3) - SQLite Databases,Intermediate,English,No,110+ exercises - python + sql (sqlite3) - sqlite databases,8450,3,1,0
8451.0,iOS Development - App Monetization for Swift 3 & iOS 10,Intermediate,Chinese,Yes,ios development - app monetization for swift 3 & ios 10,16,3,0,1
8452.0,Mastering Design Patterns - Become a Professional Developer,Intermediate,Spanish,No,mastering design patterns - become a professional developer,193,3,4,0
8453.0,"Entrepreneurship, Business, And Marketing For Engineers",Beginner,Chinese,No,"entrepreneurship, business, and marketing for engineers",8453,1,0,0
8454.0,Create a Start Menu with Bolt in Unity using State Graphs,Beginner,French,No,create a start menu with bolt in unity using state graphs,8454,1,2,0
8455.0,Master Semantic UI and code 3 projects with 9 pages,Beginner,Spanish,No,master semantic ui and code 3 projects with 9 pages,3513,1,4,0
8456.0,Django with Chart js,Expert,English,No,django with chart js,8456,2,1,0
8457.0,How To Make A Membership Website With WordPress,Beginner,Spanish,No,how to make a membership website with wordpress,4592,1,4,0
8458.0,The Complete Course: Artificial Intelligence From Scratch,All Levels,French,No,the complete course: artificial intelligence from scratch,229,0,2,0
8459.0,Selenium Webdriver with Java & TestNG Testing Framework,Expert,English,No,selenium webdriver with java & testng testing framework,831,2,1,0
8460.0,React Responsive Portfolio Website - Complete React Project,Expert,German,Yes,react responsive portfolio website - complete react project,479,2,3,1
8461.0,The Ultimate Sass & Less Course: Boost Your Web Skills 2023,Expert,French,Yes,the ultimate sass & less course: boost your web skills 2023,8461,2,2,1
8462.0,Become a PHP Pro: A Step-by-Step Guide for Beginners 2023,Beginner,English,Yes,become a php pro: a step-by-step guide for beginners 2023,315,1,1,1
8463.0,iOS 7 & Mac OS X Programming Tutorial - Objective C & Xcode,All Levels,Chinese,Yes,ios 7 & mac os x programming tutorial - objective c & xcode,1809,0,0,1
8464.0,Learn Programming in C++ with the Power of Animation,Beginner,Spanish,No,learn programming in c++ with the power of animation,3531,1,4,0
8465.0,CSS Animations: The Complete Guide,All Levels,English,Yes,css animations: the complete guide,2959,0,1,1
8466.0,Ruby on Rails: The Complete Full Stack,Beginner,Spanish,Yes,ruby on rails: the complete full stack,142,1,4,1
8467.0,Building a Multi Layer .NET Core 3.1 Web API from Zero,Intermediate,Chinese,No,building a multi layer .net core 3.1 web api from zero,8467,3,0,0
8468.0,Complete CMS in PHP from Beginners to Pro (Blogger Clone),All Levels,English,Yes,complete cms in php from beginners to pro (blogger clone),86,0,1,1
8469.0,Centralized Logging and Monitoring with Kubernetes,Beginner,German,Yes,centralized logging and monitoring with kubernetes,8469,1,3,1
8470.0,"Get Started with CodeceptJS 3, Playwright & WebdriverIO",All Levels,French,Yes,"get started with codeceptjs 3, playwright & webdriverio",6379,0,2,1
8471.0,Be Aware of Data Science,Beginner,English,Yes,be aware of data science,8471,1,1,1
8472.0,iOS 12 & Swift 4: Build A Pokedex App,Expert,Chinese,No,ios 12 & swift 4: build a pokedex app,1719,2,0,0
8473.0,SQL for Beginners 2023  —  Learn SQL Step by Step,Beginner,English,Yes,sql for beginners 2023  —  learn sql step by step,36,1,1,1
8474.0,JQuery Essentials core training for Dynamic Interactive web,Intermediate,Spanish,Yes,jquery essentials core training for dynamic interactive web,8474,3,4,1
8475.0,Convert Websites HTML to PHP in 45 Minutes,Expert,English,Yes,convert websites html to php in 45 minutes,8475,2,1,1
8476.0,WordPress Plugin Masterclass With Ajax and  Shortcode - 2022,All Levels,German,Yes,wordpress plugin masterclass with ajax and  shortcode - 2022,8476,0,3,1
8477.0,The JavaScript Design Patterns and Best Practices Collection,Intermediate,English,No,the javascript design patterns and best practices collection,1758,3,1,0
8478.0,Mastering CodeIgniter 4 with Bootstrap 4: Projects and Advan,Expert,French,No,mastering codeigniter 4 with bootstrap 4: projects and advan,8478,2,2,0
8479.0,Data Science and Machine Learning in Python,Expert,English,Yes,data science and machine learning in python,9,2,1,1
8480.0,Angular Two Certification Programmer Guide (Test Prep),Expert,Spanish,No,angular two certification programmer guide (test prep),8480,2,4,0
8481.0,Learn Openshift The Container Orchestration- Openshift 3,Expert,English,No,learn openshift the container orchestration- openshift 3,6039,2,1,0
8482.0,Data Analysis In-Depth (With Python),Expert,German,No,data analysis in-depth (with python),106,2,3,0
8483.0,Master Redis: A Complete Course on Redis,All Levels,Chinese,No,master redis: a complete course on redis,1491,0,0,0
8484.0,Crisper Learning for Robotics Process Automation - UiPath,Expert,English,Yes,crisper learning for robotics process automation - uipath,4997,2,1,1
8485.0,Unity For Software Developers,Intermediate,English,No,unity for software developers,8485,3,1,0
8486.0,"YAML, JSON & JSONPath: For Absolute Beginners",Expert,French,Yes,"yaml, json & jsonpath: for absolute beginners",8486,2,2,1
8487.0,Unity and Playmaker No Coding Action Adventure Game Making!,Beginner,German,Yes,unity and playmaker no coding action adventure game making!,3589,1,3,1
8488.0,Talend DI + TMC + AWS - Zero to Hero,Expert,Chinese,Yes,talend di + tmc + aws - zero to hero,8488,2,0,1
8489.0,"Full-Stack Web Development using Angular 10, Web API & SQL",All Levels,Spanish,Yes,"full-stack web development using angular 10, web api & sql",704,0,4,1
8490.0,Pytest : Python 3 Unit Testing Tutorial For Beginners,Beginner,English,Yes,pytest : python 3 unit testing tutorial for beginners,215,1,1,1
8491.0,Essential SQL Server Administration Tips (Hands-On Guides),Expert,Chinese,Yes,essential sql server administration tips (hands-on guides),8491,2,0,1
8492.0,REST API: Data Extraction with Python - without Web Scraping,Intermediate,Spanish,Yes,rest api: data extraction with python - without web scraping,8492,3,4,1
8493.0,Introduction to METS the Minimal Essential Testing Strategy,Expert,German,Yes,introduction to mets the minimal essential testing strategy,8493,2,3,1
8494.0,A complete guide to Domain and Web Hosting development,Expert,German,Yes,a complete guide to domain and web hosting development,1124,2,3,1
8495.0,ChatGPT Masterclass for Programmers and Software Engineers,Intermediate,Chinese,Yes,chatgpt masterclass for programmers and software engineers,3093,3,0,1
8496.0,Complete Python for Data Science & Machine Learning from A-Z,Expert,Spanish,No,complete python for data science & machine learning from a-z,9,2,4,0
8497.0,Build a Grocery Ecommerce Shopping App with FlutterFlow,Beginner,German,No,build a grocery ecommerce shopping app with flutterflow,4736,1,3,0
8498.0,Unity: How To Create An In-Game Store,Intermediate,Chinese,No,unity: how to create an in-game store,488,3,0,0
8499.0,Basics and Advanced Angular 2 Programming Course,All Levels,German,Yes,basics and advanced angular 2 programming course,78,0,3,1
8500.0,Firebase: Upgrading and Creating Application on new Firebase,All Levels,German,Yes,firebase: upgrading and creating application on new firebase,8500,0,3,1
8501.0,Docker and Containers Essentials,Intermediate,German,Yes,docker and containers essentials,458,3,3,1
8502.0,Java EE 8 RESTful Web Services Cookbook,Expert,French,Yes,java ee 8 restful web services cookbook,8502,2,2,1
8503.0,"AWS Storage- S3, Glacier, EFS, EBS, Storage Gateway",All Levels,Spanish,Yes,"aws storage- s3, glacier, efs, ebs, storage gateway",8503,0,4,1
8504.0,Learn CNC (Operating+Setting) in English,Intermediate,Chinese,No,learn cnc (operating+setting) in english,6808,3,0,0
8505.0,Unity Mobile Game - Master Hyper Casual Word Game Mechanics!,Beginner,Chinese,No,unity mobile game - master hyper casual word game mechanics!,3737,1,0,0
8506.0,Selenium Starter program,Beginner,Spanish,Yes,selenium starter program,8506,1,4,1
8507.0,Unity Mobile Game - Master Hyper Casual Word Game Mechanics!,Beginner,Spanish,Yes,unity mobile game - master hyper casual word game mechanics!,3737,1,4,1
8508.0,Probability and Statistics In Data Science,All Levels,Spanish,No,probability and statistics in data science,47,0,4,0
8509.0,Natural Language Processing with Machine Learning in Python,Beginner,Spanish,No,natural language processing with machine learning in python,145,1,4,0
8510.0,Start to use GitHub pull requests like a master,Beginner,English,No,start to use github pull requests like a master,8510,1,1,0
8511.0,Python Masterclass| Basic to OOP Programming with Anaconda,All Levels,Chinese,Yes,python masterclass| basic to oop programming with anaconda,8511,0,0,1
8512.0,K-Means for Cluster Analysis and Unsupervised Learning in R,All Levels,English,Yes,k-means for cluster analysis and unsupervised learning in r,440,0,1,1
8513.0,DevOps: Hands-On Guide To Automation With Ansible,Intermediate,German,Yes,devops: hands-on guide to automation with ansible,1092,3,3,1
8514.0,Time Series Analysis Real world use-cases in python,Intermediate,German,Yes,time series analysis real world use-cases in python,279,3,3,1
8515.0,1 Hour Website - Build a Website in 1 Hour,All Levels,Chinese,No,1 hour website - build a website in 1 hour,438,0,0,0
8516.0,Mastering Pointers in C : A Course on Efficient Programming,Expert,German,No,mastering pointers in c : a course on efficient programming,1893,2,3,0
8517.0,Master Tableau: 20 Projects for Ultimate Data Visualization,Expert,Spanish,Yes,master tableau: 20 projects for ultimate data visualization,5855,2,4,1
8518.0,Python for Red-Blue Teams from Scratch 2022,Expert,English,No,python for red-blue teams from scratch 2022,8518,2,1,0
8519.0,Mastering Google AppSheet: No-Code App Development,Intermediate,Spanish,Yes,mastering google appsheet: no-code app development,8519,3,4,1
8520.0,Marketing iOS Apps Using App Store Optimization (ASO),Beginner,German,No,marketing ios apps using app store optimization (aso),5835,1,3,0
8521.0,Rest API Testing using SoapUI | Real time Application,Expert,English,Yes,rest api testing using soapui | real time application,131,2,1,1
8522.0,"Ultimate Python - ML, AI, Hacking, Speech Recognition & more",Expert,Spanish,No,"ultimate python - ml, ai, hacking, speech recognition & more",8522,2,4,0
8523.0,React Portfolio Project - React Training for Beginners,All Levels,Chinese,No,react portfolio project - react training for beginners,479,0,0,0
8524.0,Oracle Goldengate Veridata Fundamentals,All Levels,Spanish,No,oracle goldengate veridata fundamentals,8524,0,4,0
8525.0,Scala in Practice,Beginner,German,Yes,scala in practice,605,1,3,1
8526.0,SciKit-Learn in Python for Machine Learning Engineers,Beginner,English,No,scikit-learn in python for machine learning engineers,609,1,1,0
8527.0,HTML and CSS for Beginning Web Developers,Beginner,Chinese,Yes,html and css for beginning web developers,80,1,0,1
8528.0,The Pandas Bootcamp | Data Analysis with Pandas Python3,Expert,English,Yes,the pandas bootcamp | data analysis with pandas python3,106,2,1,1
8529.0,Entity Framework : A Comprehensive Course,All Levels,Chinese,No,entity framework : a comprehensive course,171,0,0,0
8530.0,iOS Toolbox: XCUI UI Unit Testing with Xcode 9,Intermediate,English,Yes,ios toolbox: xcui ui unit testing with xcode 9,8530,3,1,1
8531.0,"Vue 3, Vuetify and Nuxt.js: A Rapid Guide",Intermediate,German,Yes,"vue 3, vuetify and nuxt.js: a rapid guide",319,3,3,1
8532.0,C Language Programming : Complete Guide on C Language.,Beginner,Chinese,Yes,c language programming : complete guide on c language.,61,1,0,1
8533.0,Springboot with Spring Framework,Beginner,French,Yes,springboot with spring framework,7959,1,2,1
8534.0,The Full Stack Web Development 2023: Bootcamp,Expert,English,No,the full stack web development 2023: bootcamp,1,2,1,0
8535.0,Practical Data Analysis - SQL & Tableau with Real Projects,Expert,English,Yes,practical data analysis - sql & tableau with real projects,8535,2,1,1
8536.0,Front End  Developer - HTML CSS  Bootstrap JavaScript React,Beginner,Spanish,No,front end  developer - html css  bootstrap javascript react,256,1,4,0
8537.0,Learn Basics of Outsystems Reactive Development Step by Step,Beginner,Chinese,Yes,learn basics of outsystems reactive development step by step,1470,1,0,1
8538.0,Learn ARKit 2 for iOS 12 from Scratch!,All Levels,French,Yes,learn arkit 2 for ios 12 from scratch!,1707,0,2,1
8539.0,The Complete Android 10 Development Bootcamp Java and kotlin,All Levels,German,Yes,the complete android 10 development bootcamp java and kotlin,181,0,3,1
8540.0,Learn ARKit 2 for iOS 12 from Scratch!,All Levels,Spanish,Yes,learn arkit 2 for ios 12 from scratch!,1707,0,4,1
8541.0,Hands-On Arduino,Expert,French,Yes,hands-on arduino,6774,2,2,1
8542.0,"React, Context & Sass Build a Real World Responsive Website",All Levels,Chinese,Yes,"react, context & sass build a real world responsive website",2379,0,0,1
8543.0,Learn to code by creating 14 projects with JavaScript and C#,Beginner,French,Yes,learn to code by creating 14 projects with javascript and c#,896,1,2,1
8544.0,The Complete ChatGPT with React Native - Mobile Application,All Levels,English,Yes,the complete chatgpt with react native - mobile application,8544,0,1,1
8545.0,"Docker for Developers, Dockerize React, Node, Mongo and more",Intermediate,English,Yes,"docker for developers, dockerize react, node, mongo and more",8545,3,1,1
8546.0,Advanced Java Using Eclipse IDE: Learn JavaFX & Databases,Intermediate,Spanish,No,advanced java using eclipse ide: learn javafx & databases,3355,3,4,0
8547.0,Sequelize ORM with NodeJS,Intermediate,Chinese,No,sequelize orm with nodejs,6227,3,0,0
8548.0,Python For Beginners Crash Course Using VS Code,Beginner,Chinese,Yes,python for beginners crash course using vs code,8197,1,0,1
8549.0,"Data Visualization in Python (Mplib, Seaborn, Plotly, Dash)",Beginner,French,Yes,"data visualization in python (mplib, seaborn, plotly, dash)",8549,1,2,1
8550.0,Python for Data Science: Numpy and Pandas Libraries for Data,Intermediate,Spanish,Yes,python for data science: numpy and pandas libraries for data,106,3,4,1
8551.0,Machine Learning use in Android the Complete Guide,Expert,Chinese,No,machine learning use in android the complete guide,8551,2,0,0
8552.0,Building web APIs with Rust (advanced),Intermediate,English,No,building web apis with rust (advanced),571,3,1,0
8553.0,"Build REST APIs with Python, Django REST Framework: Web API",All Levels,French,No,"build rest apis with python, django rest framework: web api",55,0,2,0
8554.0,Python Beginner Projects : 10 Project in 10 Days,Beginner,German,Yes,python beginner projects : 10 project in 10 days,3079,1,3,1
8555.0,Get your PgMP® Certification on your first attempt [4th Ed],Intermediate,English,Yes,get your pgmp® certification on your first attempt [4th ed],8555,3,1,1
8556.0,Supervisor Leadership Skills for a Safe Workplace,Expert,Spanish,No,supervisor leadership skills for a safe workplace,8556,2,4,0
8557.0,TABLEAU 2018: Hands-On Tableau Training For Data Science!,All Levels,Chinese,Yes,tableau 2018: hands-on tableau training for data science!,7200,0,0,1
8558.0,Leading Effective 1-on-1 Meetings: Win loyalty and retention,Expert,English,Yes,leading effective 1-on-1 meetings: win loyalty and retention,8558,2,1,1
8559.0,Guy Kawasaki’s The Art of Evangelism,Intermediate,German,No,guy kawasaki’s the art of evangelism,8559,3,3,0
8560.0,How to Write an Effective Research Paper,All Levels,German,Yes,how to write an effective research paper,8560,0,3,1
8561.0,How to build an ecommerce store with wordpress & woocommerce,Beginner,Spanish,No,how to build an ecommerce store with wordpress & woocommerce,1045,1,4,0
8562.0,Learn how to Build High Quality Affiliate Websites,Expert,English,No,learn how to build high quality affiliate websites,8562,2,1,0
