Unnamed: 0,title,level,language,crediteligibility
8106.0,Emotion & Sentiment Analysis with/without NLTK using Python,All Levels,French,Yes
8107.0,React Beginner Challenges - 25 Debugging Exercises,Beginner,French,Yes
8108.0,Coded UI Testing with Visual Studio 2013,Intermediate,French,Yes
8109.0,Build Real World MYSQL Database Design Project,Intermediate,English,No
8110.0,Unity3D and the Oculus Rift,All Levels,German,No
8111.0,Android Mobile App - A Published RSS Reader App,Beginner,Spanish,Yes
8112.0,A Practical Intro to Java Using Games,Beginner,French,No
8113.0,Awesome Natural Language Processing Tools In Python,Expert,French,No
8114.0,Jakarta EE (Formerly Java EE) Deep Dive - Build A Todo App,All Levels,English,Yes
8115.0,Oracle SQL Interview Questions Master Class,Expert,Spanish,No
8116.0,Coded UI Testing with Visual Studio 2013,Expert,German,No
8117.0,Tree Data Structure and Algorithms,Expert,Chinese,No
8118.0,Google Apps Script CalendarApp and SpreadsheetApp Project,Expert,English,No
8119.0,"Build Database  Driven Apps with : SQL Server ,  C# , Python",Beginner,German,No
8120.0,"Data Analysis on AWS- Glue, Athena, Quicksight",All Levels,Chinese,Yes
8121.0,Mining and Analyzing LinkedIn Data,Intermediate,French,Yes
8122.0,Rest Assured REST API Test Automation Framework development,Expert,French,No
8123.0,Originlab: Origin and OriginPro Masterclass,Intermediate,Spanish,No
8124.0,Certified LabVIEW Associate Developer (CLAD) Practice Exams,Beginner,Chinese,No
8125.0,RabbitMQ Messaging With Java (Spring Boot) From Zero To Hero,Expert,French,Yes
8126.0,Getting Started With ClickHouse (2023 Edition),Intermediate,French,No
8127.0,Originlab: Origin and OriginPro Masterclass,All Levels,Spanish,Yes
8128.0,Build and Deploy Responsive Websites on AWS using HTML & CSS,Beginner,German,No
8129.0,Web Development with New Framework,Expert,French,No
8130.0,The Complete Virtual Reality Game Development Course,Beginner,English,Yes
8131.0,Learning Path: AWS: AWS Environments with AWS Lambda,Beginner,English,Yes
8132.0,Beginners Guide to Adobe Dreamweaver CC (2023),Beginner,German,Yes
8133.0,Machine Learning with ML.Net for Absolute Beginners,Expert,Chinese,No
8134.0,Unity3d Android Game Development without Programming Skills,All Levels,Spanish,No
8135.0,Accelerated BIM Modeling with Revit Piping and Dynamo,Beginner,English,Yes
8136.0,PySpark for Data Science - Beginners,Beginner,English,No
8137.0,GraphQL with React & Node js - Real Time Private Chat App,Expert,German,Yes
8138.0,Go Java Full Stack With Spring Boot and Vue JS (Inc. Vuex),All Levels,Chinese,Yes
8139.0,Blender and Godot 4: Make a Low poly Ps1 Style Horror game,All Levels,Chinese,No
8140.0,Develop a Custom Keyboard in iOS 9 & Swift 2 - 4 Keyboards!,Expert,German,No
8141.0,Microsoft Azure Machine Learning (ML) Fundamentals,Beginner,English,No
8142.0,Develop a Custom Keyboard in iOS 9 & Swift 2 - 4 Keyboards!,Expert,Spanish,No
8143.0,Practical Understanding of MVC Framework with CodeIgniter,All Levels,English,No
8144.0,React & Django Full Stack: Advanced,Intermediate,Chinese,No
8145.0,Laravel 9 - Building a Complete Job Portal Application,All Levels,English,No
8146.0,Build a Virtual Assistant Website in 1 Hour with Carrd,Beginner,Spanish,Yes
8147.0,MASTER Kubernetes with AWS Elastic Kubernetes Services (EKS),Intermediate,French,Yes
8148.0,Flutter 3.10 & Firebase: build an E-commerce and Admin App,Intermediate,English,No
8149.0,Xilinx Vivado Essentials for the Logic Designer,Intermediate,German,Yes
8150.0,Complete Web Developer Course to Build Premium Web Templates,Expert,French,Yes
8151.0,Beginners Guide to Electron Framework,Beginner,German,Yes
8152.0,Java For Testers : The Ultimate Java Tutorial For Tester,Expert,German,Yes
8153.0,Professional C#:  The Best Course on Intermediate C# coding,Intermediate,German,No
8154.0,Compass - powerful SASS library that makes your life easier,Expert,English,Yes
8155.0,Learn and Understand Regular Expressions(Regex),All Levels,Chinese,Yes
8156.0,Do Different Real-World Python Projects as a Beginner,Expert,French,No
8157.0,Master Tips & Tricks of FileMaker Experts,Intermediate,Spanish,Yes
8158.0,React JS: React with Modern Hooks and Context,Expert,Chinese,Yes
8159.0,Complete Oracle SQL Masterclass: Go from zero to Hero,Beginner,English,No
8160.0,Programming using C & Data Structures from Basic to Advanced,Beginner,German,Yes
8161.0,"Modern Javascript: Mastering ES6, And ES7",Intermediate,Spanish,No
8162.0,Node JS Create a Restful API for beginners JavaScript jQuery,Beginner,French,No
8163.0,Vue 3 and Golang: A Practical Guide,Intermediate,Chinese,No
8164.0,Build a portfolio with React.JS,Beginner,Chinese,Yes
8165.0,Mobile Game Development With Corona SDK ( 2014 ),Expert,Spanish,Yes
8166.0,AJAX for beginners explore JavaScript Requests to APIs,Expert,English,No
8167.0,Face Recognition in Android - Build Smart Android Apps,Intermediate,French,No
8168.0,Swift programming - Build 20 apps for iPhone!,All Levels,Spanish,No
8169.0,Complete CMake Project Management [2023],Intermediate,German,Yes
8170.0,Python Programmer's Ultimate Guide | Zero to Hero,Beginner,French,Yes
8171.0,Learn Asp Net C# OOPs SQL and JavaScript for Development,Intermediate,Chinese,No
8172.0,React and Next.js with Typescript: A Rapid Guide - Advanced,Intermediate,Spanish,Yes
8173.0,Complete CMake Project Management [2023],Intermediate,Chinese,Yes
8174.0,Appium Master Classes (Selenium 3.0),All Levels,Chinese,No
8175.0,Hands-on Concurrency with Go,Beginner,Chinese,Yes
8176.0,Python: Artificial Intelligence with Python: 3-in-1,Intermediate,English,Yes
8177.0,Step by Step Alexa Skill Development,Beginner,Chinese,No
8178.0,Ruby For Beginners: Learn to Code with Ruby from Scratch,All Levels,German,Yes
8179.0,Learn Advanced SQL For Oracle Databases,Intermediate,German,Yes
8180.0,Becoming Interview ready in Flutter 2023,Intermediate,French,Yes
8181.0,Algorithms and Data Structures Easy Way Java - job interview,Intermediate,Chinese,No
8182.0,2023 Advanced Machine Learning and Deep Learning Projects,All Levels,Chinese,Yes
8183.0,Ionic Framework: JumpStart,Expert,Spanish,Yes
8184.0,TypeScript Design Patterns And SOLID Principles,Intermediate,English,Yes
8185.0,"iOS Notes App - Advanced Core Data, Navigation, & TableViews",All Levels,French,Yes
8186.0,DevOps Tools: Optimizing The Software Development Lifecycle,Intermediate,Chinese,Yes
8187.0,Face Recognition in Flutter - Build Smart Apps in Flutter,Expert,Spanish,No
8188.0,"The Javascript you need for ReactJS (or Vue, Angular, Node)",All Levels,English,Yes
8189.0,Python Object Oriented Programming (OOPs),Beginner,French,No
8190.0,Wordpress Beginners Guide Site Speed Optimization Made Easy,Beginner,French,Yes
8191.0,RESTful Web API - The Complete Guide (.NET7 API) Part 2,Intermediate,Chinese,No
8192.0,Deep Learning & Neural Networks Python - Keras : For Dummies,Intermediate,French,No
8193.0,AI for Finance,Intermediate,Spanish,Yes
8194.0,Build Your Own Games Now - GameMaker Studio 2 (GML),Beginner,French,No
8195.0,"Unity : Video Ads, LeaderBoard & Achievement Unlock System",Intermediate,German,Yes
8196.0,Deep Dive into Azure Active Directory (Azure AD),Intermediate,Spanish,No
8197.0,Docker & VS Code MasterClass,All Levels,English,Yes
8198.0,"How to Make Video Games: The Smarter, Faster Way",Beginner,English,Yes
8199.0,Loops and Patterns in C - Tips and tricks,Intermediate,Chinese,Yes
8200.0,ARM GNU Assembly Programming From Ground Up™,Expert,Chinese,Yes
8201.0,Core SAP ABAP Programming,Intermediate,German,No
8202.0,.NET / EF Core - 60+ Practical Interview Questions,Intermediate,English,Yes
8203.0,From Zero to C++ Hero: Master Programming in 2 Hours!,Beginner,English,Yes
8204.0,The Complete React Native Course 2023 : from Zero to Hero,Expert,English,Yes
8205.0,Advanced Statistics and Data Mining for Data Science,Intermediate,English,No
8206.0,Generative AI Unleashed: Exploring Possibilities and Future,Expert,French,Yes
8207.0,"React Native Complete Course with Redux, NodeJS & MongoDB",Expert,Spanish,No
8208.0,Laravel - Creating Custom Commands & Scheduling Tasks,Expert,Spanish,No
8209.0,Algorithms in JavaScript  : Design techniques,Intermediate,German,Yes
8210.0,Node.js and Express  REST API with Real World Projects,All Levels,French,No
8211.0,Outstanding | Python Programming with Examples in One Day,Expert,English,Yes
8212.0,Google Maps JavaScript API - Complete Training,All Levels,English,No
8213.0,Advanced Node-RED,Expert,Chinese,Yes
8214.0,Data Engineering and Data Integration Tools,All Levels,Chinese,Yes
8215.0,C Programming in Hindi for Absolute Beginner 2023 (50+QUES.),Beginner,German,Yes
8216.0,AI & ML w/ Python-2022-Practical Hands On with Minimum Maths,Beginner,English,No
8217.0,Python Gui Development with Tkinter Python and Python PyQt5,All Levels,German,No
8218.0,iOS Development for Android Developers,Beginner,French,No
8219.0,Unreal Engine 5 C++ Multiplayer: Make An Online Co-op Game,Intermediate,Spanish,No
8220.0,Building a Virtual Machine for Programming Language,Intermediate,English,Yes
8221.0,"AI LAW, ETHICS, PRIVACY & LEGALITIES - DR. PAVAN DUGGAL -CLU",All Levels,French,Yes
8222.0,Unity Game Tutorial: Board Game - Snakes and Ladders 3D,Beginner,English,No
8223.0,Go Full Stack With Spring Cloud Microservices and Angular,All Levels,Chinese,No
8224.0,Zero to Hero in Jest Unit and Integration Testing with React,All Levels,German,No
8225.0,"WordPress Page Speed Optimization (improve SEO), 2022 update",All Levels,Chinese,No
8226.0,SAP Hana Express 2.0 Installation for Beginners,Beginner,Spanish,Yes
8227.0,2019 Calendar App: Let's Build It!,Intermediate,Chinese,Yes
8228.0,Machine Learning for Beginner (AI) - Data Science,Beginner,English,Yes
8229.0,End-to-End Machine Learning: From Idea to Implementation,All Levels,Chinese,No
8230.0,Linode: Build and Deploy Responsive Websites on the Cloud,Beginner,English,No
8231.0,Introducing System Center Configuration Manager,Beginner,Spanish,No
8232.0,Robotic Process Automation using WinAutomation 8,Beginner,Chinese,No
8233.0,100 Python Challenges,Beginner,German,Yes
8234.0,Python Game Development with Pygame Zero for Beginners,Beginner,German,Yes
8235.0,Build a user login and registration foundation (Tamarind),Beginner,German,No
8236.0,Practical iOS 12 with Swift 5,All Levels,Chinese,Yes
8237.0,"CSS, Bootstrap ,JavaScript, PHP And Python Full-Stack Course",Beginner,Chinese,Yes
8238.0,Nightwatch Js an end to end testing tool for automating web,Beginner,Chinese,Yes
8239.0,"2023 web Development Bundle: Html, CSS and JavaScript",Beginner,English,Yes
8240.0,Polkadot Blockchain Developer Bootcamp with Substrate + Rust,Expert,Spanish,No
8241.0,AJAX JavaScript XHR and Fetch,Beginner,German,Yes
8242.0,Elementor & WordPress Masterclass! Build 3 Amazing Websites,All Levels,English,Yes
8243.0,Build Hotel Management System With TKinter And Python 3,All Levels,German,Yes
8244.0,Regression Analysis in R for Data Science: from Zero to Hero,Intermediate,English,Yes
8245.0,Top Javascript and PHP Programming Bundle,Beginner,Chinese,No
8246.0,BACK-END Development with php7 & MySQL,Intermediate,German,Yes
8247.0,Let`s Write Your Research Proposal - Research Methodology,All Levels,Chinese,Yes
8248.0,Unity Game Tutorial: Sudoku 2D,Intermediate,German,No
8249.0,Full Stack Development with React and Node Js,Expert,French,No
8250.0,Python for Absolute Beginners : Learn With Simple Examples,Expert,English,No
8251.0,Nightwatch Js an end to end testing tool for automating web,Beginner,French,No
8252.0,Python Game Development with Pygame Zero for Beginners,Beginner,English,No
8253.0,Polkadot Blockchain Developer Bootcamp with Substrate + Rust,All Levels,Spanish,No
8254.0,"2023 web Development Bundle: Html, CSS and JavaScript",Beginner,German,Yes
8255.0,Build a user login and registration foundation (Tamarind),Beginner,Spanish,Yes
8256.0,100 Python Challenges,Beginner,Spanish,No
8257.0,BACK-END Development with php7 & MySQL,Expert,English,Yes
8258.0,AJAX JavaScript XHR and Fetch,Beginner,French,Yes
8259.0,Full Stack Development with React and Node Js,All Levels,Chinese,Yes
8260.0,Build Hotel Management System With TKinter And Python 3,All Levels,English,Yes
8261.0,Let`s Write Your Research Proposal - Research Methodology,Expert,Chinese,Yes
8262.0,Python for Absolute Beginners : Learn With Simple Examples,All Levels,Spanish,No
8263.0,Regression Analysis in R for Data Science: from Zero to Hero,Expert,Chinese,Yes
8264.0,Top Javascript and PHP Programming Bundle,Beginner,French,Yes
8265.0,Elementor & WordPress Masterclass! Build 3 Amazing Websites,Expert,English,No
8266.0,Unity Game Tutorial: Sudoku 2D,Intermediate,French,Yes
8267.0,Ionic Framework 101: A Quickstart to Building Mobile Apps,Beginner,French,Yes
8268.0,WinOps – CI/CD with Microsoft Azure Stack: VSTS and TFS 2018,Beginner,English,Yes
8269.0,"Create a Social Media, Community Website in WordPress",Expert,French,Yes
8270.0,Build Your Web Developer Portfolio and Brand To Get Hired,Beginner,German,Yes
8271.0,AP Computer Science A - Java Concepts and Fundamentals,Beginner,German,Yes
8272.0,Software Development Mastery: Antipatterns,Intermediate,German,No
8273.0,Become A Part Time Tester From Home With Software Testing,All Levels,Chinese,Yes
8274.0,Get started with visual studio 2019,Beginner,French,No
8275.0,"Create a Simple Photo Gallery with Dropzonejs, Slick and PHP",Expert,English,No
8276.0,Python Programming Fundamentals for beginners,Beginner,English,Yes
8277.0,Clean Code with PHP examples,Expert,Chinese,Yes
8278.0,React Native and JavaScript - Your Development Guide,Beginner,English,Yes
8279.0,Fundamental Course of Amazon Cognito (101 Level),Intermediate,German,No
8280.0,C# for Starters: Everything you need to know,Expert,French,No
8281.0,Simplified: All About Neural Networks,Beginner,English,No
8282.0,Complete Website Design and Development with WordPress,Intermediate,English,Yes
8283.0,Javascript Practice - Zero to Master - The Coding Interview,All Levels,Spanish,No
8284.0,JavaScript 10 Projects in 10 Days Course for Beginners,Beginner,Spanish,Yes
8285.0,Complete Python and Java Programming BUNDLE [new],Intermediate,Spanish,Yes
8286.0,"Data Structure, Algorithm & Design Pattern in C# & .NET Core",Beginner,French,No
8287.0,Python+SQL+Oracle and Endless Possibilities,All Levels,German,No
8288.0,MATLAB Projects with Android Phone Sensors,All Levels,German,Yes
8289.0,How To Make Games With Unity Software,Beginner,German,No
8290.0,Projects in Foundation Framework - Learn By Building 10 Apps,Expert,French,No
8291.0,Web Development with BootStrap - 16 Instant Themes Included!,All Levels,French,Yes
8292.0,Opencart 3 Complete Ecommerce Project With Multi Vendor,Beginner,Spanish,No
8293.0,Understanding Advance PHP Techniques with OOP | AJAX | MySQL,Intermediate,English,No
8294.0,Using JSON In Unreal Engine 4 - C++,Intermediate,Chinese,Yes
8295.0,Web Developer 101-Use Web Servers to Build Sites on your PC,Intermediate,Chinese,Yes
8296.0,COMPLETE PERL Programming,All Levels,English,No
8297.0,Java Interview Preparation || 100+ Quality Questions Covered,Intermediate,Spanish,No
8298.0,Java Interview Preparation || 100+ Quality Questions Covered,Intermediate,English,No
8299.0,Web Developer 101-Use Web Servers to Build Sites on your PC,All Levels,English,Yes
8300.0,Reactive Kafka From Scratch,Intermediate,Chinese,No
8301.0,Dynamic Programming Algorithms for Coding Interviews,All Levels,Spanish,Yes
8302.0,Build a Real Time Chat App with JavaScript and  Firebase,Beginner,French,Yes
8303.0,Build a Database driven Application with Python and MySQL,Beginner,Chinese,Yes
8304.0,The Complete iOS SDK Development Course - be job-ready!,Beginner,French,Yes
8305.0,Build TPS Zombies Survival Game - Unity 3D Game Engine,Intermediate,Spanish,No
8306.0,Introduction to Python Programming for Maya Animators,Beginner,English,No
8307.0,Azure Container Apps: intro and deep dive,Beginner,German,No
8308.0,How To Program Your Own Breakout Game using Visual C#,Intermediate,German,No
8309.0,iPhone: Push Notifications & Social Media (Swift 5 & iOS 13),Intermediate,Spanish,No
8310.0,Java11 New Features - Learn by coding it,Expert,German,Yes
8311.0,Unity Game Programming For Absolute Beginners,Beginner,French,Yes
8312.0,Learn C++ From Interview Questions,Expert,German,No
8313.0,Unity Game Tutorial: Tetris 3D,Intermediate,Spanish,No
8314.0,Rust for Beginners,Beginner,Spanish,No
8315.0,Mastering microservice communication with Spring Cloud Feign,Beginner,French,No
8316.0,"Blazor, .NET Core Web API and Microsoft SQL full-stack app",Beginner,German,Yes
8317.0,Learn to code  in c# in unity 3d in 1 hour for beginners,Beginner,German,No
8318.0,Intro to Game Development using Unity - Part II,Beginner,English,Yes
8319.0,Learn Javascript & HTML5 Canvas - Build A Paint/Drawing App,All Levels,Chinese,Yes
8320.0,Learning Functional Programming with F#,Beginner,Spanish,No
8321.0,React and Django: A Practical Guide with Docker,Expert,English,Yes
8322.0,SQL Bootcamp - Hands-On Exercises - SQLite - Part II,Beginner,Spanish,No
8323.0,Learn The Basics of PostgreSQL For Beginners,Beginner,English,Yes
8324.0,Knockout JS from Basic to Advanced,Beginner,Chinese,Yes
8325.0,Artificial Intelligence and IoT: Naive Bayes,Expert,English,Yes
8326.0,Python Searching & Sorting Algorithms - A Practical Approach,Intermediate,Spanish,Yes
8327.0,iOS App Development For Complete & Utter Coding Beginners,Beginner,German,Yes
8328.0,Advanced C Programming,Expert,Spanish,No
8329.0,Data Sonification using Two Tone- Convert your Data to Music,Expert,French,Yes
8330.0,Go Full Stack JWT Authorization With Spring Boot and Angular,All Levels,French,No
8331.0,Web Design Course with HTML CSS and Wordpress,Intermediate,French,No
8332.0,Data Science for Beginners: Data Science Intro Course,Beginner,French,Yes
8333.0,Build a Cryptocurrency News Site With Ruby on Rails,Beginner,Chinese,No
8334.0,Python: Python Programming for Artificial Intelligence (1),Beginner,German,Yes
8335.0,Learn To Create Different Website Layouts & Media Queries,Expert,German,No
8336.0,Unity 3D: Car Driving And First Person Shooter Game,Beginner,Spanish,No
8337.0,Vue 3 and Django: A Practical Guide with Docker,Expert,English,Yes
8338.0,Comprehensive ANSYS Fluent Training Course for All Levels,Expert,Spanish,No
8339.0,Artificial intelligence in Game development- Tic Tac Toe AI,Expert,Spanish,No
8340.0,PHP CodeIgniter for Absolute Beginners,Beginner,Spanish,No
8341.0,Design Patterns In PHP OOP for Projects/Interview Questions,Expert,Spanish,Yes
8342.0,Learn and Understand Angular and NodeJS- A Developers Course,Beginner,German,No
8343.0,Computer Vision and Machine Learning with OpenCV 4,Beginner,English,No
8344.0,Master Azure Databricks,Intermediate,Spanish,Yes
8345.0,Flutter Augmented Reality AR Furniture App using ARCore,Intermediate,German,No
8346.0,Advance Jmeter : Performance Testing using Jmeter,Expert,Spanish,Yes
8347.0,Spring MVC Essentials: A Primary Course for Java Spring,Expert,French,No
8348.0,Laravel - Create a user registration with email notification,Expert,Spanish,No
8349.0,Complete guide to MongoDB,Beginner,Spanish,No
8350.0,Certified Node Course For Web Designer,All Levels,Chinese,Yes
8351.0,Microsoft Excel VBA - Solving Complex Problems Using Basics,Beginner,French,No
8352.0,Quantum Computing Made Simple,Beginner,English,Yes
8353.0,Easy Analysis With Tableau,Beginner,Spanish,Yes
8354.0,"User Stories - The 3 C's, INVEST and User Story Splitting!",Beginner,English,No
8355.0,Fast and Furious Game Development with JavaScript and AI,Beginner,French,No
8356.0,Get Started With Google Maps Javascript API v3. New UI!,All Levels,Spanish,Yes
8357.0,Learning Path: Go: Concurrency & Design Patterns for Gophers,Beginner,Chinese,No
8358.0,"Test Management Tool: JIRA, Rally Tools with Agile Concepts",All Levels,German,No
8359.0,Android Studio For Absolute Beginners,Beginner,Chinese,No
8360.0,Create a Fun Life Simulator Game using playMaker and Unity,All Levels,Chinese,No
8361.0,C Programming for Beginners - Complete Tutorial,Intermediate,German,Yes
8362.0,Quarkus Fundamentals - Guide to Get Started in 1 Hour,Intermediate,German,No
8363.0,Web Design & Development Practical 4 in 1 full stack course,Expert,German,Yes
8364.0,Swift 5 for Absolute Beginners,Expert,Spanish,Yes
8365.0,Python + Data Science : Practical Guide [13 Hours],Expert,English,Yes
8366.0,"AI, Basic Statistics, Basic Python, Basic R, ML (Overview)",Beginner,English,Yes
8367.0,Optimising a mobile game in Unity,Beginner,German,Yes
8368.0,"Become a Data Scientist: SQL, Tableau, ML & DL [4-in-1]",Beginner,Chinese,Yes
8369.0,Firebase: Firebase for Android App Development using Kotlin,Expert,French,Yes
8370.0,JavaScript: The Critical Parts Masterclass,All Levels,German,No
8371.0,Master CI/CD for Xamarin,All Levels,Chinese,No
8372.0,AWS CodePipeline: DevOps CI/CD Masterclass,Intermediate,Chinese,Yes
8373.0,GraphQL: Learn Basic GraphQL with Node JS and MongoDB,All Levels,Spanish,No
8374.0,Python Data Analysis and Data Science Essentials.,Beginner,Spanish,No
8375.0,Learn Python - The Complete Course on Python,Intermediate,English,No
8376.0,Create a TikTok clone with Flutter and Firebase [2020],All Levels,English,No
8377.0,Create and Deploy Java EE 8 Apps on Docker and Kubernetes,Beginner,French,Yes
8378.0,Getting Started With Splunk,Expert,French,No
8379.0,Advanced UX Techniques - Novice to Pro!,Intermediate,French,Yes
8380.0,PL SQL 1-Hour Bootcamp: Learn Fundamental PLSQL Skills Today,Beginner,French,No
8381.0,Fullstack GoLang React Insanity Volume 1,All Levels,Chinese,No
8382.0,Jitsi Meet API - Integrate with PHP CodeIgniter Quickly 2022,All Levels,Chinese,Yes
8383.0,Asteroids with Python PyGame,Beginner,English,Yes
8384.0,"Godot 4: Design & Code a Retro Atari Style 2D Game, SeaQuest",Beginner,Spanish,Yes
8385.0,Learn To Create a Complete Save System in Unity & C#,Beginner,Spanish,No
8386.0,Java Multithreading & Concurrency - Interview Practice Exams,Beginner,German,No
8387.0,Go Full Stack With Spring Cloud Microservices and React JS,Expert,Chinese,No
8388.0,Mobile App development for beginners  -  Android and Apple,Beginner,French,Yes
8389.0,A Beginners Guide to Developing Apple TV Apps With TVML Kit,Expert,French,Yes
8390.0,C# Design patterns,All Levels,German,Yes
8391.0,Build a Platformer Game in Clickteam Fusion 2.5,Expert,Spanish,Yes
8392.0,Complete beginners introduction to SQL,Beginner,French,Yes
8393.0,"Unity 2017 - Build , program and publish a 3D shooter game",Intermediate,Spanish,No
8394.0,Developing Single Page Applications,Intermediate,German,Yes
8395.0,A Beginners Guide to Developing Apple TV Apps With TVML Kit,Intermediate,Spanish,Yes
8396.0,Rattan Rocker | A Complete Game Asset Workflow,Beginner,Spanish,No
8397.0,Complete beginners introduction to SQL,Beginner,Spanish,Yes
8398.0,Stylized Game Art: Character Sculpting for Video Games,Intermediate,French,Yes
8399.0,Data Science Statistics A-Z : Python,Expert,English,Yes
8400.0,Launch a LAMP Stack and Install WordPress on AWS,Beginner,Chinese,Yes
8401.0,Getting Started with .NET Core,All Levels,Spanish,No
8402.0,Unity Tutorial: PacMan 3D,Intermediate,Spanish,Yes
8403.0,CakePHP 3 for Beginners,All Levels,Spanish,No
8404.0,Master Prompt Engineering + Prompt Generator + Jailbreaking,Expert,English,Yes
8405.0,Master the JavaScript Interview,Expert,German,No
8406.0,Apache Spark with Scala useful for Databricks Certification,All Levels,French,No
8407.0,6 Practice Tests for any Python Certification,Expert,English,Yes
8408.0,Design Patterns In Python OOP for Software Architecture,All Levels,Spanish,No
8409.0,DIY Website Design Bootcamp: WordPress Elementor Plugin,Expert,English,No
8410.0,React for the Absolute Beginner - ReactJS App Fundamentals,Beginner,English,No
8411.0,Mastering CSS,Beginner,English,Yes
8412.0,"Full Stack Web Development with React,React Native,Bootstrap",Expert,German,No
8413.0,Test Estimation: Basic & Advanced for IT/Test Professionals,Intermediate,Chinese,No
8414.0,Master Android Studio in 2 hours - The IDE from Google,All Levels,French,No
8415.0,C++ for Beginners,Beginner,German,Yes
8416.0,React for the Absolute Beginner - ReactJS App Fundamentals,Beginner,German,Yes
8417.0,Managing Frappe/ERPNext Custom Code via GitHub,Beginner,Chinese,No
8418.0,Starting with EOS Blockchain for Developers,All Levels,German,No
8419.0,Step by Step Admin Panel Development in CakePHP 4 Framework,Intermediate,English,Yes
8420.0,Learn Java8 Streams By Coding it with Hands on Example,Intermediate,English,No
8421.0,Learning Path: Android: Test-Driven Android App Development,Beginner,Spanish,Yes
8422.0,Learn Python in 2 Hours (2024),Intermediate,German,No
8423.0,Selenium WebDriver 4 - New Features in Detail! - [NEW: 2023],Intermediate,Spanish,No
8424.0,TDD Laravel - Lets Build Personal Budget Website,Beginner,French,Yes
8425.0,Create a Responsive Website with Bootstrap 3,Intermediate,English,Yes
8426.0,Introduction to PROCESS ENGINEERING,Beginner,French,No
8427.0,CAN protocol: Basic to Advance,Expert,Chinese,Yes
8428.0,Essential Web Developer and SQL Skills For Beginners,Beginner,English,No
8429.0,Power Pages - Microsoft's Newest CMS - Goodbye WordPress!,Expert,French,No
8430.0,Unity Mobile Game - Create an Addictive Idle Carrot Clicker,Intermediate,Chinese,Yes
8431.0,Programming With R. Learn How To Program In R - Beginners,Intermediate,French,No
8432.0,Mongo DB : All About MongoDB,All Levels,Chinese,No
8433.0,Machine Learning and Deep Learning Projects in Python,Intermediate,Chinese,Yes
8434.0,MongoDB 4.0 : MongoDB Developer & Admin Course,All Levels,English,No
8435.0,SPSS Linear Regression Complete Tutorial with PhD Professor,Expert,Spanish,No
8436.0,Supervised Machine Learning for beginners,Beginner,Chinese,No
8437.0,Become an Azure Container Hero,Intermediate,Chinese,No
8438.0,The Ultimate Guide to Game Development with Python3 (AI too),All Levels,English,Yes
8439.0,C Programming accelerator: Start your journey ->0 to 100%,Expert,Spanish,No
8440.0,Angular 8 and 9 - Elements,Expert,German,No
8441.0,"Build 2D, 3D, and VR Games in Unity and Unreal *Masterclass*",Beginner,German,No
8442.0,OpenCV with Python (Computer Vision),Beginner,Spanish,No
8443.0,OpenCV with Python (Computer Vision),Beginner,French,Yes
8444.0,Mastering REST APIs with FastAPI,Intermediate,English,Yes
8445.0,C#.NET LINQ Tutorial - LINQ Fundamentals,All Levels,Spanish,Yes
8446.0,Endless Worlds with Swift and Sprite Kit,Intermediate,German,No
8447.0,Unity Game Tutorial: Battleships 3D,Intermediate,Chinese,No
8448.0,Build Beautiful Onboarding Screens With Lottie animations,Beginner,German,Yes
8449.0,Scientific Computing in C++,Intermediate,Chinese,Yes
8450.0,110+ Exercises - Python + SQL (sqlite3) - SQLite Databases,Intermediate,English,No
8451.0,iOS Development - App Monetization for Swift 3 & iOS 10,Intermediate,Chinese,Yes
8452.0,Mastering Design Patterns - Become a Professional Developer,Intermediate,Spanish,No
8453.0,"Entrepreneurship, Business, And Marketing For Engineers",Beginner,Chinese,No
8454.0,Create a Start Menu with Bolt in Unity using State Graphs,Beginner,French,No
8455.0,Master Semantic UI and code 3 projects with 9 pages,Beginner,Spanish,No
8456.0,Django with Chart js,Expert,English,No
8457.0,How To Make A Membership Website With WordPress,Beginner,Spanish,No
8458.0,The Complete Course: Artificial Intelligence From Scratch,All Levels,French,No
8459.0,Selenium Webdriver with Java & TestNG Testing Framework,Expert,English,No
8460.0,React Responsive Portfolio Website - Complete React Project,Expert,German,Yes
8461.0,The Ultimate Sass & Less Course: Boost Your Web Skills 2023,Expert,French,Yes
8462.0,Become a PHP Pro: A Step-by-Step Guide for Beginners 2023,Beginner,English,Yes
8463.0,iOS 7 & Mac OS X Programming Tutorial - Objective C & Xcode,All Levels,Chinese,Yes
8464.0,Learn Programming in C++ with the Power of Animation,Beginner,Spanish,No
8465.0,CSS Animations: The Complete Guide,All Levels,English,Yes
8466.0,Ruby on Rails: The Complete Full Stack,Beginner,Spanish,Yes
8467.0,Building a Multi Layer .NET Core 3.1 Web API from Zero,Intermediate,Chinese,No
8468.0,Complete CMS in PHP from Beginners to Pro (Blogger Clone),All Levels,English,Yes
8469.0,Centralized Logging and Monitoring with Kubernetes,Beginner,German,Yes
8470.0,"Get Started with CodeceptJS 3, Playwright & WebdriverIO",All Levels,French,Yes
8471.0,Be Aware of Data Science,Beginner,English,Yes
8472.0,iOS 12 & Swift 4: Build A Pokedex App,Expert,Chinese,No
8473.0,SQL for Beginners 2023  —  Learn SQL Step by Step,Beginner,English,Yes
8474.0,JQuery Essentials core training for Dynamic Interactive web,Intermediate,Spanish,Yes
8475.0,Convert Websites HTML to PHP in 45 Minutes,Expert,English,Yes
